"Species_name","A_content","C_content","G_content","T_content","genome_length","G_plus_C","G_minus_C","A_plus_T","A_minus_T","GC_ratio","AT_ratio","GC_skew","AT_skew","id"
"Coliphage WA10",0.2391385,0.2138879,0.2333828,0.3135908,5386,0.4472707,0.01949499,0.5527293,-0.07445228,1.091146,0.7625814,0.04358655,-0.1346994,1207
"Coliphage WA2",0.2725632,0.2620939,0.1987365,0.2666065,5540,0.4608303,-0.0633574,0.5391697,0.005956679,0.7582645,1.022343,-0.1374853,0.01104787,1208
"Coliphage WA3",0.2729242,0.2619134,0.1983755,0.266787,5540,0.4602888,-0.06353791,0.5397112,0.006137184,0.7574087,1.023004,-0.1380392,0.01137124,1209
"Coliphage WA4",0.2411808,0.2125882,0.2328258,0.3134051,5386,0.445414,0.02023765,0.554586,-0.07222429,1.095197,0.7695498,0.0454356,-0.130231,1210
"Coliphage WA45",0.233684904416612,0.213249835201055,0.236156888595913,0.316908371786421,6068,0.449406723796968,0.0229070533948583,0.550593276203032,-0.0832234673698088,1.10741885625966,0.737389495579823,0.050971763843051,-0.151152349595929,1211
"Coliphage WA5",0.2729066,0.2612516,0.1983145,0.2675273,5577,0.4595661,-0.06293706,0.5404339,0.005379236,0.759094,1.020107,-0.1369489,0.00995355,1212
"Coliphage WA6",0.273648,0.2651474,0.1994936,0.261711,5529,0.464641,-0.06565383,0.535359,0.01193706,0.7523874,1.045612,-0.1413001,0.0222973,1213
"Colobine gammaherpesvirus 1",0.240889857386995,0.265972134120404,0.257218337450279,0.235919671042321,133999,0.523190471570683,-0.00875379667012438,0.476809528429317,0.00497018634467422,0.967087542087542,1.02106728244709,-0.0167315674611665,0.0104238402303888,1214
"Colobus badius cytomegalovirus 1 DNA polymerase gene",0.2093023,0.255814,0.2790698,0.255814,172,0.5348837,0.02325581,0.4651163,-0.04651163,1.090909,0.8181818,0.04347826,-0.1,1215
"Colobus guereza adenovirus 1 hexon gene",0.2319706,0.3371612,0.2384015,0.1924667,2177,0.5755627,-0.09875976,0.4244373,0.0395039,0.7070845,1.205251,-0.1715882,0.09307359,1216
"Colobus monkey papillomavirus type 1 major capsid protein (L1) gene",0.2560706,0.2671082,0.2317881,0.2450331,453,0.4988962,-0.03532009,0.5011038,0.01103753,0.8677686,1.045045,-0.07079646,0.02202643,1217
"Colobus polykomos cytomegalovirus 1 isolate 6974 glycoprotein B (gB) gene",0.238806,0.2139303,0.2736318,0.2736318,201,0.4875622,0.05970149,0.5124378,-0.03482587,1.27907,0.8727273,0.122449,-0.06796117,1218
"Coloradia pandora alphabaculovirus isolate 19 late expression factor 8 gene",0.348637,0.1865136,0.1707317,0.2941176,697,0.3572453,-0.01578192,0.6427547,0.05451937,0.9153846,1.185366,-0.04417671,0.08482143,1219
"Columbid alphaherpesvirus 1 strain BB 258/12 DNA-dependent DNA polymerase (pol) gene",0.174863387978142,0.273224043715847,0.355191256830601,0.19672131147541,183,0.628415300546448,0.0819672131147541,0.371584699453552,-0.0218579234972678,1.3,0.888888888888889,0.130434782608696,-0.0588235294117647,1220
"Columbid circovirus (CoCV)",0.227785959744723,0.267550319096711,0.288659793814433,0.216003927344134,2037,0.556210112911144,0.0211094747177221,0.443789887088856,0.0117820324005891,1.07889908256881,1.05454545454545,0.0379523389232127,0.0265486725663716,1221
"Columbid herpesvirus 1 DNA-dependent DNA polymerase (pol) gene",0.1712707,0.2928177,0.359116,0.1767956,181,0.6519337,0.06629834,0.3480663,-0.005524862,1.226415,0.96875,0.1016949,-0.01587302,1222
"Colwellia phage 9A",0.31549706487764,0.184426698177937,0.181682168178699,0.318394068765724,104936,0.366108866356636,-0.00274452999923763,0.633891133643363,-0.00289700388808417,0.985118586265695,0.990901200203526,-0.00749648602217711,-0.00457019152710545,1223
"Common bean curly stunt virus hypothetical protein (V3), V2 (V2), coat protein (V1), C3 (C3), C2 (C2), replicase (C1), and C4 (C4) genes",0.263940520446097,0.170665765461304,0.23318688746198,0.332206826630618,2959,0.403852652923285,0.0625211220006759,0.596147347076715,-0.0682663061845218,1.36633663366337,0.794506612410987,0.154811715481172,-0.114512471655329,1224
"Common bean-associated gemycircularvirus isolate 53_2",0.24954954954955,0.296396396396396,0.225225225225225,0.228828828828829,2220,0.521621621621622,-0.0711711711711712,0.478378378378378,0.0207207207207207,0.759878419452887,1.09055118110236,-0.136442141623489,0.0433145009416196,1225
"Common bottlenose dolphin gammaherpesvirus 1 strain Sarasota",0.218339592852188,0.285685237901586,0.28273090448054,0.213244264765687,167212,0.568416142382126,-0.00295433342104634,0.431583857617874,0.00509532808650098,0.989658781662131,1.02389432649971,-0.00519748332386424,0.0118061136823435,1226
"Common buzzard alphaherpesvirus DNA polymerase (pol) gene",0.2265193,0.2596685,0.2872928,0.2265193,181,0.5469613,0.02762431,0.4530387,0,1.106383,1,0.05050505,0,1227
"Common chimpanzee papillomavirus 1",0.3153758,0.1805045,0.2014197,0.3025732,7889,0.3819242,0.0209152,0.617949,0.01280264,1.115871,1.042313,0.05476269,0.02071795,1228
"Common marmoset adenovirus IVa2 (IVa2) gene",0.229249011857708,0.363636363636364,0.272727272727273,0.134387351778656,253,0.636363636363636,-0.0909090909090909,0.363636363636364,0.0948616600790514,0.75,1.70588235294118,-0.142857142857143,0.260869565217391,1229
"Common noctule adenovirus 1 strain HUN/2007 IVa2 (IVa2) gene",0.241106719367589,0.233201581027668,0.221343873517787,0.300395256916996,253,0.454545454545455,-0.0118577075098814,0.541501976284585,-0.0592885375494071,0.949152542372881,0.802631578947368,-0.0260869565217392,-0.109489051094891,1230
"Common pipistrelle adenovirus 2 strain 141/07 DNA polymerase (pol) gene",0.202205882352941,0.231617647058824,0.341911764705882,0.224264705882353,272,0.573529411764706,0.110294117647059,0.426470588235294,-0.0220588235294118,1.47619047619048,0.901639344262295,0.192307692307692,-0.0517241379310345,1231
"Common squirell monkey adenovirus 1 IVa2 (IVa2) gene",0.221343873517787,0.359683794466403,0.280632411067194,0.138339920948617,253,0.640316205533597,-0.0790513833992095,0.359683794466403,0.08300395256917,0.78021978021978,1.6,-0.123456790123457,0.230769230769231,1232
"Common squirrel monkey adenovirus 1 strain Ma125 IVa2 (IVa2) gene, partial cds; and nonfunctional DNA polymerase gene",0.159722222222222,0.225694444444444,0.385416666666667,0.229166666666667,288,0.611111111111111,0.159722222222222,0.388888888888889,-0.0694444444444444,1.70769230769231,0.696969696969697,0.261363636363636,-0.178571428571429,1233
"Common vole polyomavirus isolate KS13/0947",0.27249203821656,0.208399681528662,0.214171974522293,0.304936305732484,5024,0.422571656050955,0.00577229299363058,0.577428343949045,-0.0324442675159236,1.02769818529131,0.893603133159269,0.0136599152143194,-0.0561875215442951,1234
"Condylorrhiza vestigialis MNPV",0.285480292922627,0.214181780594274,0.214984852942346,0.28533717111802,125767,0.429166633536619,0.000803072348072226,0.570817464040647,0.00014312180460696,1.00374948954969,1.00050158836315,0.00187123668364983,0.000250731299623953,1235
"Corchorus golden mosaic virus [Bangladesh:Bogra:2013] DNA, segment A",0.274283587644213,0.199478972832155,0.226646818012654,0.299590621510979,2687,0.426125790844808,0.0271678451804987,0.573874209155192,-0.0253070338667659,1.13619402985075,0.915527950310559,0.0637554585152838,-0.0440985732814526,1236
"Corchorus mottle virus isolate BR:PE:SJM segment DNA-A",0.2441509,0.2256604,0.2501887,0.28,2650,0.4758491,0.0245283,0.5241509,-0.03584906,1.108696,0.8719677,0.05154639,-0.06839453,1237
"Corchorus yellow spot virus DNA A",0.242900997697621,0.234842670759785,0.242900997697621,0.27897160399079,2606,0.477743668457406,0.00805832693783579,0.521872601688411,-0.0360706062931696,1.0343137254902,0.8707015130674,0.0168674698795181,-0.0691176470588235,1238
"Corella adenovirus 1 isolate CorAdV1/Melbourne/2015",0.29615200852659,0.168914697342791,0.205446727185858,0.329486566944761,27209,0.374361424528649,0.0365320298430666,0.625638575471351,-0.0333345584181705,1.21627502175805,0.89882877858338,0.097584920479089,-0.0532808553133995,1239
"Corn snake parvovirus strain 2114 nonstructural protein and capsid protein genes, partial cds; and assembly activating protein gene",0.28775398132894,0.236133992311917,0.238330587589237,0.237781438769907,1821,0.474464579901153,0.00219659527732013,0.525535420098847,0.0499725425590335,1.0093023255814,1.21016166281755,0.00462962962962959,0.0950888192267502,1240
"Corvus monedula polyomavirus 1",0.2703288,0.2409923,0.2163812,0.2722977,5079,0.4573735,-0.02461114,0.5426265,-0.001968892,0.8978758,0.9927693,-0.05380973,-0.003628447,1241
"Corynebacteriophage beta (C.diphtheriae) tox228 gene",0.2842342,0.1882883,0.2540541,0.2734234,2220,0.4423423,0.06576577,0.5576577,0.01081081,1.349282,1.039539,0.1486762,0.01938611,1242
"Corynebacteriophage gamma insertion element within the tox gene",0.1380753,0.1464435,0.167364,0.1297071,239,0.3138075,0.0209205,0.2677824,0.008368201,1.142857,1.064516,0.06666667,0.03125,1243
"Corynebacterium phage Adelaide",0.180754580083439,0.362393433702159,0.317431525485217,0.139420460729186,44104,0.679824959187375,-0.0449619082169418,0.320175040812625,0.0413341193542536,0.875930676343615,1.29647097088958,-0.0661374779041457,0.129098505771546,1244
"Corynephage beta diphtheria toxin gene",0.3012821,0.1882284,0.2418415,0.268648,1716,0.4300699,0.05361305,0.5699301,0.03263403,1.28483,1.121475,0.1246612,0.05725971,1245
"Cotesia chilonis bracovirus clone 10 cystatin gene",0.3333333,0.172043,0.2329749,0.2616487,279,0.4050179,0.0609319,0.5949821,0.07168459,1.354167,1.273973,0.1504425,0.1204819,1246
"Cotesia congregata bracovirus clone 1 cystatin gene",0.3333333,0.172043,0.2365591,0.2580645,279,0.4086022,0.06451613,0.5913978,0.07526882,1.375,1.291667,0.1578947,0.1272727,1247
"Cotesia flavipes bracovirus clone 5 cystatin gene",0.326164874551971,0.182795698924731,0.229390681003584,0.261648745519713,279,0.412186379928315,0.046594982078853,0.587813620071685,0.0645161290322581,1.25490196078431,1.24657534246575,0.11304347826087,0.109756097560976,1248
"Cotesia glomerata bracovirus clone 11 nonfunctional cystatin gene",0.3297491,0.1756272,0.2329749,0.2616487,279,0.4086022,0.05734767,0.5913978,0.06810036,1.326531,1.260274,0.1403509,0.1151515,1249
"Cotesia kariyai bracovirus clone 10 cystatin gene",0.3154122,0.1684588,0.2724014,0.2437276,279,0.4408602,0.1039427,0.5591398,0.07168459,1.617021,1.294118,0.2357724,0.1282051,1250
"Cotesia marginiventris baculovirus ecysteroid UDP-glucosyltransferase-like gene",0.2840376,0.2183099,0.2394366,0.258216,426,0.4577465,0.02112676,0.5422535,0.0258216,1.096774,1.1,0.04615385,0.04761905,1251
"Cotesia melanoscela bracovirus clone 1 cystatin gene",0.333333333333333,0.154121863799283,0.254480286738351,0.258064516129032,279,0.408602150537634,0.100358422939068,0.591397849462366,0.0752688172043011,1.65116279069767,1.29166666666667,0.245614035087719,0.127272727272727,1252
"Cotesia plutellae bracovirus BV15alpha (BV15a) mRNA",0.3524452,0.1871838,0.1736931,0.2866779,593,0.3608769,-0.01349073,0.6391231,0.06576728,0.9279279,1.229412,-0.03738318,0.1029024,1253
"Cotesia rubecula bracovirus clone 1 cystatin gene",0.333333333333333,0.17921146953405,0.232974910394265,0.254480286738351,279,0.412186379928315,0.0537634408602151,0.587813620071685,0.078853046594982,1.3,1.30985915492958,0.130434782608696,0.134146341463415,1254
"Cotesia ruficrus polydnavirus crf111 mRNA for hypothetical protein",0.3550725,0.157971,0.2217391,0.2652174,690,0.3797101,0.06376812,0.6202899,0.08985507,1.40367,1.338798,0.1679389,0.1448598,1255
"Cotesia sesamiae bracovirus clone 1 cystatin gene",0.2867384,0.2007168,0.2580645,0.2544803,279,0.4587814,0.05734767,0.5412186,0.03225806,1.285714,1.126761,0.125,0.05960265,1256
"Cotesia sp. bracovirus isolate v040 histone H4 like-protein gene",0.314917127071823,0.193370165745856,0.251381215469613,0.240331491712707,362,0.44475138121547,0.0580110497237569,0.55524861878453,0.074585635359116,1.3,1.31034482758621,0.130434782608696,0.134328358208955,1257
"Cotesia vestalis bracovirus ankyrin mRNA",0.3370558,0.1492386,0.2101523,0.3035533,985,0.3593909,0.06091371,0.6406091,0.03350254,1.408163,1.110368,0.1694915,0.05229794,1258
"Cotia virus isolate Cotia61 putative metallo-protease gene",0.373913,0.1869565,0.1,0.3391304,230,0.2869565,-0.08695652,0.7130435,0.03478261,0.5348837,1.102564,-0.3030303,0.04878049,1259
"Cotton chlorotic spot virus isolate Brazil:CampinaGrandeB012:2009 segment DNA-A",0.266292134831461,0.206367041198502,0.228838951310861,0.298501872659176,2670,0.435205992509363,0.0224719101123595,0.564794007490637,-0.0322097378277154,1.10889292196007,0.892095357590966,0.0516351118760757,-0.0570291777188329,1260
"Cotton leaf crumple geminivirus coat protein (AV1) gene",0.2983114,0.1857411,0.2589118,0.2570356,533,0.4446529,0.07317073,0.5553471,0.0412758,1.393939,1.160584,0.164557,0.07432432,1261
"Cotton mastrevirus isolate TM5",0.2727273,0.1938104,0.2448743,0.288588,2585,0.4386847,0.05106383,0.5613153,-0.01586074,1.263473,0.9450402,0.1164021,-0.02825637,1262
"Cotton yellow mosaic geminivirus from Dominican Republic coat protein core region (AV1) gene",0.2609603,0.2442589,0.2734864,0.2212944,479,0.5177453,0.02922756,0.4822547,0.03966597,1.119658,1.179245,0.05645161,0.08225108,1263
"Cottontail herpesvirus uracil-DNA glycosidase and flanking genes",0.3127389,0.2159236,0.1528662,0.3184713,3140,0.3687898,-0.06305732,0.6312102,-0.005732484,0.7079646,0.982,-0.1709845,-0.009081736,1264
"Cottontail rabbit (Shope) papillomavirus",0.2862227,0.2192425,0.2451703,0.2493645,7868,0.4644128,0.02592781,0.5355872,0.03685816,1.118261,1.147808,0.05582923,0.06881822,1265
"Courdo11 virus arginyl-tRNA synthetase (argS) gene",0.3729072,0.1035008,0.1674277,0.3561644,1314,0.2709285,0.06392694,0.7290715,0.01674277,1.617647,1.047009,0.2359551,0.02296451,1266
"Cow pox virus (CPV-BR) white pock mutant recombination junction",0.2428571,0.2,0.1428571,0.4142857,70,0.3428571,-0.05714286,0.6571429,-0.1714286,0.7142857,0.5862069,-0.1666667,-0.2608696,1267
"Cow vetch latent virus alphasatellite isolate Nano_VcLV_Sambuc_2010 clone 1",0.321739130434783,0.171980676328502,0.230917874396135,0.27536231884058,1035,0.402898550724638,0.0589371980676328,0.597101449275362,0.0463768115942029,1.34269662921348,1.16842105263158,0.146282973621103,0.0776699029126213,1268
"Cowpea bright yellow mosaic virus isolate BR:PE88 segment DNA-A",0.256838905775076,0.189209726443769,0.229483282674772,0.324468085106383,2632,0.418693009118541,0.040273556231003,0.581306990881459,-0.067629179331307,1.21285140562249,0.791569086651054,0.0961887477313975,-0.116339869281046,1269
"Cowpea golden mosaic geminivirus replication associated protein (rep) and coat protein (cp) genes",0.2483516,0.1897436,0.2432234,0.3186813,1365,0.432967,0.05347985,0.567033,-0.07032967,1.281853,0.7793103,0.1235195,-0.124031,1270
"Cowpox virus",0.333324424607682,0.168058655049688,0.165974013247275,0.332642907095355,224499,0.334032668296963,-0.00208464180241338,0.665967331703037,0.000681517512327423,0.987595748628376,1.00204879616487,-0.00624083211094816,0.00102334976489706,1271
"Crassocephalum yellow vein virus - Jinghong",0.270309653916211,0.2,0.225500910746812,0.304189435336976,2745,0.425500910746812,0.0255009107468124,0.574499089253188,-0.033879781420765,1.12750455373406,0.888622754491018,0.059931506849315,-0.0589727330374128,1272
"CrAssphage apr34_000142F",0.35800285910944,0.134717001111876,0.155366124847779,0.351914014930905,94435,0.290083125959655,0.020649123735903,0.709916874040345,0.0060888441785355,1.15327778651155,1.01730207925857,0.0711834708330291,0.00857684103757402,1273
"CrAssphage cat_SB2894",0.328025275121393,0.153781726426496,0.131231314009457,0.333994190114713,94322,0.285013040435953,-0.0225504124170395,0.662019465236106,-0.00596891499332075,0.853360910031024,0.982128686156874,-0.0791206338578283,-0.00901622279518921,1274
"CrAssphage cr1_1",0.324092429066298,0.173184357541899,0.148765543341143,0.35395767005066,99882,0.321949900883042,-0.0244188142007569,0.678050099116958,-0.0298652409843616,0.859001040582726,0.915624823216609,-0.0758466274839071,-0.0440457733480989,1275
"CrAssphage cr106_1",0.331382424111271,0.167633924180126,0.166610926403179,0.334372725305424,101662,0.334244850583305,-0.00102299777694714,0.665755149416694,-0.00299030119415317,0.993897429879122,0.991056982319889,-0.00306062389640967,-0.00449159303803078,1276
"CrAssphage cr124_1",0.33455462317299,0.16618406019777,0.191840995942166,0.307420320687074,101532,0.358025056139936,0.0256569357443959,0.641974943860064,0.0271343024859158,1.15438866828661,1.08826450517413,0.0716624026849331,0.04226691827373,1277
"CrAssphage cr130_1",0.326693101048236,0.171197772762744,0.146520996351212,0.355588129837808,94826,0.317718769113956,-0.0246767764115327,0.682281230886044,-0.0288950287895725,0.855858075643711,0.918740176161808,-0.0776686139139671,-0.0423506136202046,1278
"CrAssphage cr271_1",0.355524430318375,0.144362441415719,0.161083876528578,0.339029251737327,92815,0.305446317944298,0.0167214351128589,0.694553682055702,0.0164951785810483,1.11582953951787,1.04865414561286,0.0547442680776015,0.0237493213371597,1279
"CrAssphage cr50_1",0.318357517252545,0.175257523323822,0.150547426790521,0.355837532633113,98826,0.325804950114342,-0.0247100965333009,0.674195049885658,-0.0374800153805679,0.859006928406467,0.894670989023489,-0.0758432200757811,-0.0555922435012308,1280
"CrAssphage cr85_1",0.312599323580946,0.188286948372112,0.188928731510533,0.310184996536408,98164,0.377215679882645,0.000641783138421392,0.622784320117355,0.0024143270445377,1.00340853757507,1.00778350684752,0.00170136919711571,0.00387666639404595,1281
"CrAssphage ES_ALL_000190F",0.357496118531314,0.135064828238584,0.156698232517968,0.350740820712134,97257,0.291763060756552,0.0216334042793835,0.708236939243448,0.00675529781918016,1.16017052375152,1.01926008442777,0.0741471666196786,0.00953818905068168,1282
"CrAssphage FA1-2_000172F",0.357003054937089,0.135525293843525,0.156588826179257,0.350882825040128,96565,0.292114120022783,0.0210635323357324,0.707885879977217,0.00612022989696059,1.1554214105601,1.01744237523242,0.0721072036301758,0.00864578609359685,1283
"CrAssphage GF1-2_000079F",0.358352075240237,0.135268861173584,0.155867920670619,0.350511142915559,97820,0.291136781844204,0.0205990594970354,0.708863218155796,0.00784093232467797,1.15228234582829,1.02236999445854,0.0707538888303662,0.0110612768780375,1284
"CrAssphage LMMB",0.351987649556156,0.1551524507912,0.134372016494343,0.358487883158301,98458,0.289524467285543,-0.0207804342968575,0.710475532714457,-0.00650023360214508,0.866064414768264,0.981867633726201,-0.0717743632919385,-0.00914913083257091,1285
"CrAssphage sp. C0521BD4",0.350696393041171,0.156981786643539,0.134360491811642,0.357961328503648,98005,0.291342278455181,-0.0226212948318963,0.708657721544819,-0.00726493546247636,0.855898602534937,0.979704691864774,-0.0776450810772949,-0.0102516846167136,1286
"CrAssphage YS1-2_2437",0.358002972489308,0.13467196457278,0.156712871687545,0.350612191250367,98907,0.291384836260325,0.0220409071147644,0.708615163739675,0.0073907812389416,1.16366366366366,1.02107964703847,0.0756419153365718,0.0104298942742591,1287
"CrAssphage ZA",0.350798408298127,0.15682764405618,0.134813875221212,0.357560072424481,97757,0.291641519277392,-0.0220137688349684,0.708358480722608,-0.00676166412635415,0.859630813384645,0.981089431824684,-0.0754822869168714,-0.00954553987898397,1288
"Croceibacter phage P2559S",0.345447674935538,0.181848492931448,0.236685338312439,0.236018493820574,44988,0.418533831243887,0.0548368453809905,0.581466168756113,0.109429181114964,1.30155237745997,1.46364663778489,0.131021296935578,0.188195267403188,1289
"Crocidura russula cytomegalovirus 1 DNA polymerase (DPOL) gene",0.1697368,0.2881579,0.3934211,0.1486842,760,0.6815789,0.1052632,0.3184211,0.02105263,1.365297,1.141593,0.1544402,0.0661157,1290
"Crocodyline herpesvirus 1 DNA-dependent DNA polymerase gene",0.139650872817955,0.374064837905237,0.329177057356608,0.1571072319202,401,0.703241895261845,-0.0448877805486285,0.296758104738155,-0.0174563591022444,0.88,0.888888888888889,-0.0638297872340426,-0.0588235294117648,1291
"Crocuta crocuta gammaherpesvirus 1 glycoprotein B (gB) and DNA polymerase (DPOL) genes",0.2740657,0.2021518,0.2647225,0.25906,3532,0.4668743,0.06257078,0.5331257,0.01500566,1.309524,1.057923,0.1340206,0.02814657,1292
"Cronobacter phage CR3",0.24556349775244,0.265506823069142,0.243969103588727,0.244960575589691,149273,0.509475926657868,-0.0215377194804151,0.490524073342132,0.000602922162748792,0.918880730704211,1.00246130284964,-0.0422742633232962,0.00122913878342575,1293
"Cronobacter sakazakii phage vB_CskP_GAP227",0.240070820174179,0.26461862379175,0.292779213321849,0.202531342712221,41796,0.557397837113599,0.0281605895300986,0.442602162886401,0.0375394774619581,1.10641952983725,1.18535144713526,0.0505215263767867,0.0848153954267799,1294
"Crotalaria juncea begomovirus coat protein (CP) gene",0.3010033,0.1750279,0.238573,0.2853958,897,0.4136009,0.06354515,0.5863991,0.01560758,1.363057,1.054688,0.1536388,0.02661597,1295
"Croton golden mosaic virus isolate Florida/Valle/2014 segment DNA A",0.253348641408343,0.22158438576349,0.225794106391121,0.299272866437046,2613,0.447378492154612,0.00420972062763109,0.552621507845388,-0.0459242250287026,1.01899827288428,0.846547314578005,0.00940975192472201,-0.0831024930747922,1296
"Croton sparsiflorus yellow vein Lakshmangarh virus isolate C 2 coat protein gene",0.292543,0.1625239,0.2638623,0.2810707,523,0.4263862,0.1013384,0.5736138,0.01147228,1.623529,1.040816,0.2376682,0.02,1297
"Croton yellow vein mosaic alphasatellite",0.351893095768374,0.183370452858203,0.216778025241277,0.247958426132145,1347,0.40014847809948,0.0334075723830735,0.59985152190052,0.103934669636229,1.18218623481781,1.41916167664671,0.0834879406307978,0.173267326732673,1298
"Crow polyomavirus",0.270328804882851,0.240992321323095,0.216381177397125,0.272297696396929,5079,0.45737349872022,-0.0246111439259697,0.54262650127978,-0.00196889151407759,0.897875816993464,0.992769342010123,-0.0538097287989668,-0.00362844702467346,1299
"Crowned lemur adenovirus IVa2 (IVa2) gene",0.264822134387352,0.324110671936759,0.241106719367589,0.1699604743083,253,0.565217391304348,-0.08300395256917,0.434782608695652,0.0948616600790514,0.74390243902439,1.55813953488372,-0.146853146853147,0.218181818181818,1300
"Crucian carp herpesvirus isolate 1301",0.239642198236414,0.260662870258727,0.256653398608307,0.243041532896553,275348,0.517316268867034,-0.00400947165042054,0.482683731132966,-0.00339933466013917,0.984618171178577,0.98601335903528,-0.00775052301989578,-0.00704257144146991,1301
"Cryptophlebia leucotreta granulovirus",0.343485983752153,0.163109632394709,0.161306319709306,0.332098064143832,110907,0.324415952104015,-0.00180331268540307,0.675584047895985,0.0113879196083205,0.988944168048646,1.03429083405734,-0.00555864369093936,0.0168564069027187,1302
"Cryptophlebia peltastica nucleopolyhedrovirus",0.312188925756947,0.186324830637357,0.185382966957003,0.316103276648693,115728,0.371707797594359,-0.000941863680353927,0.628292202405641,-0.00391435089174613,0.994945044752585,0.987616860751189,-0.00253388195364622,-0.00623014399471877,1303
"Cuban alphasatellite 1 complete sequence",0.280185758513932,0.212074303405573,0.251547987616099,0.256191950464396,1292,0.463622291021672,0.0394736842105263,0.536377708978328,0.0239938080495356,1.18613138686131,1.09365558912387,0.0851419031719533,0.0447330447330447,1304
"Cuban pepper begomovirus nonfunctional coat protein gene",0.2701031,0.2103093,0.2762887,0.243299,485,0.4865979,0.06597938,0.5134021,0.02680412,1.313725,1.110169,0.1355932,0.05220884,1305
"Cucumber chlorotic leaf virus isolate CuChLV/Colima segment DNA-A",0.25428245146555,0.223829463266083,0.237533307955843,0.284354777312524,2627,0.461362771221926,0.0137038446897602,0.538637228778074,-0.0300723258469737,1.06122448979592,0.894243641231593,0.0297029702970296,-0.0558303886925795,1306
"Cucurbit leaf crumple virus - [Arizona] segment A",0.2583587,0.2218845,0.2283435,0.2914134,2632,0.450228,0.006458967,0.549772,-0.03305471,1.02911,0.8865711,0.01434599,-0.0601244,1307
"Cucurbit yellow mosaic alphasatellite isolate 51SA",0.349812734082397,0.179026217228464,0.22247191011236,0.248689138576779,1335,0.401498127340824,0.0434456928838951,0.598501872659176,0.101123595505618,1.24267782426778,1.4066265060241,0.108208955223881,0.168961201501877,1308
"Cucurbita maxima yellow mosaic virus segment DNA A",0.3121387,0.2235067,0.2177264,0.2466281,519,0.4412331,-0.005780347,0.5587669,0.0655106,0.9741379,1.265625,-0.01310044,0.1172414,1309
"Cucurbita pepo begomovirus - Gorakhpur coat protein (AV1) gene",0.2827497,0.2217899,0.229572,0.2658885,771,0.4513619,0.007782101,0.5486381,0.01686122,1.035088,1.063415,0.01724138,0.03073286,1310
"Culex circovirus-like virus strain CCirVL/Butte",0.255228136882129,0.25,0.191539923954373,0.293250950570342,2104,0.441539923954373,-0.0584600760456274,0.548479087452471,-0.038022813688213,0.766159695817491,0.870340356564019,-0.132400430570506,-0.0693240901213173,1311
"Culex densovirus 0507JS11 non-structural protein 1 (NS1) and NSP2 (NS2) genes, complete cds; and nonfunctional capsid protein (VP) gene",0.4123711,0.1948705,0.1802866,0.2124717,3977,0.3751572,-0.01458386,0.6248428,0.1998994,0.9251613,1.940828,-0.03887399,0.3199195,1312
"Culex nigripalpus baculovirus",0.2459354,0.2515242,0.2571685,0.2453719,108252,0.5086927,0.005644238,0.4913073,0.0005635,1.02244,1.002297,0.01109557,0.00114694,1313
"Culex pipiens densovirus",0.314637957978816,0.188400764021532,0.18892168779302,0.308039590206633,5759,0.377322451814551,0.000520923771488102,0.622677548185449,0.0065983677721827,1.00276497695853,1.02142051860203,0.00138057984353428,0.0105967651979922,1314
"Curvibacter phage P26059A",0.28449671459861,0.216324635748976,0.21940767545948,0.279770974192934,84008,0.435732311208456,0.00308303971050378,0.564267688791544,0.00472574040567564,1.01425191217741,1.0168914606646,0.00707553612894417,0.00837499736303607,1315
"Cutavirus isolate 4.VLP.BR337 VP2 gene",0.374853801169591,0.253216374269006,0.183040935672515,0.188888888888889,1710,0.43625730994152,-0.0701754385964912,0.56374269005848,0.185964912280702,0.722863741339492,1.98452012383901,-0.160857908847185,0.329875518672199,1316
"Cutavirus strain BO-46 NS1 gene, partial cds; and putative VP1, hypothetical protein, VP2, and hypothetical protein genes",0.407907425265188,0.234088717454195,0.159594985535198,0.198408871745419,4148,0.393683702989392,-0.0744937319189971,0.606316297010608,0.209498553519769,0.681771369721936,2.05589307411908,-0.189222290263319,0.345526838966203,1317
"Cutibacterium phage FD1",0.161583932289917,0.19990595821858,0.342748706925505,0.29572781621549,29774,0.542654665144085,0.142842748706925,0.457311748505407,-0.134143883925573,1.7145497311828,0.546394094264622,0.263229559943059,-0.293331374853114,1318
"Cyamopsis tetragonoloba leaf curl alphasatellite clone 7 replication associated protein (rep) gene",0.3039074,0.1917511,0.2257598,0.2785818,1382,0.4175109,0.03400868,0.5824891,0.02532562,1.177358,1.090909,0.08145581,0.04347826,1319
"Cyanistes caeruleus herpesvirus strain CC/17 DNA-dependent DNA polymerase gene",0.201149425287356,0.224137931034483,0.32183908045977,0.252873563218391,174,0.545977011494253,0.0977011494252873,0.454022988505747,-0.0517241379310345,1.43589743589744,0.795454545454545,0.178947368421053,-0.113924050632911,1320
"Cyanomyovirus S-CBM17 viral capsid assembly protein (g20) gene",0.3189493,0.2082552,0.206379,0.2664165,533,0.4146341,-0.001876173,0.5853659,0.05253283,0.990991,1.197183,-0.004524887,0.08974359,1321
"Cyanomyovirus S-CBM2 viral capsid assembly protein (g20) gene",0.3110721,0.172232,0.2267135,0.2899824,569,0.3989455,0.05448155,0.6010545,0.02108963,1.316327,1.072727,0.1365639,0.03508772,1322
